input_url,final_url,severity,threat_score,protection_score,status,tls_days_remaining,findings,report_path,error
https://approved-sim-0563.example,https://approved-sim-0563.example,Low,18,82,301,256,Server header exposed: iis,/synthetic/reports/approved-sim-0563.example.md,
https://approved-sim-0564.example,https://approved-sim-0564.example,Medium,45,55,200,171,Missing HSTS header. | Missing Content-Security-Policy header. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-0564.example.md,
https://approved-sim-0565.example,https://approved-sim-0565.example,Medium,40,60,302,165,Missing X-Content-Type-Options header. | Technology banner exposed. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0565.example.md,
https://approved-sim-0566.example,https://approved-sim-0566.example,High,65,35,200,281,Missing Content-Security-Policy header. | Cookie flags need review. | Missing HSTS header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Redirect observed.,/synthetic/reports/approved-sim-0566.example.md,
https://approved-sim-0567.example,https://approved-sim-0567.example,Medium,50,50,404,321,Server header exposed: apache | Technology banner exposed. | Cookie flags need review.,/synthetic/reports/approved-sim-0567.example.md,
https://approved-sim-0568.example,https://approved-sim-0568.example,High,68,32,403,38,Server header exposed: nginx | Wildcard CORS policy observed. | Missing Referrer-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0568.example.md,
https://approved-sim-0569.example,https://approved-sim-0569.example,Medium,36,64,200,127,Missing Referrer-Policy header. | Missing X-Content-Type-Options header. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-0569.example.md,
https://approved-sim-0570.example,https://approved-sim-0570.example,High,59,41,200,155,Redirect observed. | Missing Referrer-Policy header. | Missing Content-Security-Policy header. | Missing HSTS header. | Technology banner exposed.,/synthetic/reports/approved-sim-0570.example.md,
https://approved-sim-0571.example,https://approved-sim-0571.example,Low,20,80,404,180,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0571.example.md,
https://approved-sim-0572.example,https://approved-sim-0572.example,Low,27,73,404,26,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0572.example.md,
https://approved-sim-0573.example,https://approved-sim-0573.example,Medium,53,47,200,92,Missing Content-Security-Policy header. | Cookie flags need review. | Server header exposed: iis | Technology banner exposed.,/synthetic/reports/approved-sim-0573.example.md,
https://approved-sim-0574.example,https://approved-sim-0574.example,Low,17,83,200,213,Server header exposed: apache,/synthetic/reports/approved-sim-0574.example.md,
https://approved-sim-0575.example,https://approved-sim-0575.example,Low,8,92,200,137,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0575.example.md,
https://approved-sim-0576.example,https://approved-sim-0576.example,Medium,30,70,301,236,Missing X-Content-Type-Options header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0576.example.md,
https://approved-sim-0577.example,https://approved-sim-0577.example,Low,17,83,200,153,Server header exposed: nginx,/synthetic/reports/approved-sim-0577.example.md,
https://approved-sim-0578.example,https://approved-sim-0578.example,Medium,43,57,204,20,Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing HSTS header.,/synthetic/reports/approved-sim-0578.example.md,
https://approved-sim-0579.example,https://approved-sim-0579.example,Medium,32,68,404,9,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0579.example.md,
https://approved-sim-0580.example,https://approved-sim-0580.example,Medium,32,68,200,350,Missing Referrer-Policy header. | Missing X-Content-Type-Options header. | Server header exposed: nginx,/synthetic/reports/approved-sim-0580.example.md,
https://approved-sim-0581.example,https://approved-sim-0581.example,Medium,52,48,302,242,Technology banner exposed. | Wildcard CORS policy observed. | Missing Referrer-Policy header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0581.example.md,
https://approved-sim-0582.example,https://approved-sim-0582.example,Critical,96,4,403,232,Missing HSTS header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed. | Cookie flags need review. | Server header exposed: iis | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0582.example.md,
https://approved-sim-0583.example,https://approved-sim-0583.example,Critical,98,2,500,66,Server header exposed: iis | Server header exposed: apache | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed. | Missing HSTS header.,/synthetic/reports/approved-sim-0583.example.md,
https://approved-sim-0584.example,https://approved-sim-0584.example,High,59,41,200,6,Missing Referrer-Policy header. | Server header exposed: iis | Technology banner exposed. | Redirect observed. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-0584.example.md,
https://approved-sim-0585.example,https://approved-sim-0585.example,Critical,83,17,302,260,Missing Content-Security-Policy header. | Cookie flags need review. | Missing HSTS header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed. | Server header exposed: nginx,/synthetic/reports/approved-sim-0585.example.md,
https://approved-sim-0586.example,https://approved-sim-0586.example,High,69,31,403,11,Missing Referrer-Policy header. | Missing HSTS header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0586.example.md,
https://approved-sim-0587.example,https://approved-sim-0587.example,High,59,41,302,155,Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing HSTS header. | Redirect observed. | Server header exposed: iis | Server header exposed: apache,/synthetic/reports/approved-sim-0587.example.md,
https://approved-sim-0588.example,https://approved-sim-0588.example,Low,28,72,302,49,Server header exposed: iis | Technology banner exposed.,/synthetic/reports/approved-sim-0588.example.md,
https://approved-sim-0589.example,https://approved-sim-0589.example,Low,26,74,200,130,Missing Referrer-Policy header. | Cookie flags need review.,/synthetic/reports/approved-sim-0589.example.md,
https://approved-sim-0590.example,https://approved-sim-0590.example,Medium,47,53,302,214,Server header exposed: nginx | Missing HSTS header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0590.example.md,
https://approved-sim-0591.example,https://approved-sim-0591.example,Medium,49,51,403,85,Wildcard CORS policy observed. | Missing HSTS header.,/synthetic/reports/approved-sim-0591.example.md,
https://approved-sim-0592.example,https://approved-sim-0592.example,Medium,54,46,301,342,Missing HSTS header. | Server header exposed: iis | Server header exposed: nginx | Cookie flags need review.,/synthetic/reports/approved-sim-0592.example.md,
https://approved-sim-0593.example,https://approved-sim-0593.example,High,55,45,200,209,Technology banner exposed. | Missing X-Content-Type-Options header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed. | Redirect observed.,/synthetic/reports/approved-sim-0593.example.md,
https://approved-sim-0594.example,https://approved-sim-0594.example,High,60,40,200,265,Cookie flags need review. | Server header exposed: nginx | Missing Referrer-Policy header. | Missing X-Content-Type-Options header. | Wildcard CORS policy observed. | Redirect observed.,/synthetic/reports/approved-sim-0594.example.md,
https://approved-sim-0595.example,https://approved-sim-0595.example,Low,8,92,204,161,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0595.example.md,
https://approved-sim-0596.example,https://approved-sim-0596.example,High,70,30,200,46,Missing HSTS header. | Server header exposed: iis | Technology banner exposed. | Wildcard CORS policy observed. | Redirect observed. | Server header exposed: apache,/synthetic/reports/approved-sim-0596.example.md,
https://approved-sim-0597.example,https://approved-sim-0597.example,Low,26,74,302,21,Cookie flags need review.,/synthetic/reports/approved-sim-0597.example.md,
https://approved-sim-0598.example,https://approved-sim-0598.example,Medium,45,55,200,355,Server header exposed: iis | Cookie flags need review. | Missing HSTS header.,/synthetic/reports/approved-sim-0598.example.md,
https://approved-sim-0599.example,https://approved-sim-0599.example,Low,8,92,200,81,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0599.example.md,
https://approved-sim-0600.example,https://approved-sim-0600.example,Low,21,79,200,124,Wildcard CORS policy observed.,/synthetic/reports/approved-sim-0600.example.md,
https://approved-sim-0601.example,https://approved-sim-0601.example,Medium,38,62,301,197,Server header exposed: nginx | Server header exposed: iis | Cookie flags need review.,/synthetic/reports/approved-sim-0601.example.md,
https://approved-sim-0602.example,https://approved-sim-0602.example,Low,8,92,200,167,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0602.example.md,
https://approved-sim-0603.example,https://approved-sim-0603.example,Low,20,80,200,304,Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0603.example.md,
https://approved-sim-0604.example,https://approved-sim-0604.example,Low,8,92,200,242,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0604.example.md,
https://approved-sim-0605.example,https://approved-sim-0605.example,Low,8,92,200,78,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0605.example.md,
https://approved-sim-0606.example,https://approved-sim-0606.example,Medium,40,60,200,119,Missing Referrer-Policy header. | Missing Content-Security-Policy header. | Cookie flags need review.,/synthetic/reports/approved-sim-0606.example.md,
https://approved-sim-0607.example,https://approved-sim-0607.example,High,74,26,500,81,Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header. | Technology banner exposed.,/synthetic/reports/approved-sim-0607.example.md,
https://approved-sim-0608.example,https://approved-sim-0608.example,High,68,32,500,98,Server header exposed: iis | Wildcard CORS policy observed. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-0608.example.md,
https://approved-sim-0609.example,https://approved-sim-0609.example,Critical,81,19,500,96,Missing HSTS header. | Missing Content-Security-Policy header. | Redirect observed. | Server header exposed: apache,/synthetic/reports/approved-sim-0609.example.md,
https://approved-sim-0610.example,https://approved-sim-0610.example,Low,20,80,404,314,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0610.example.md,
https://approved-sim-0611.example,https://approved-sim-0611.example,High,64,36,403,323,Missing X-Content-Type-Options header. | Server header exposed: nginx | Missing Referrer-Policy header. | Technology banner exposed. | Server header exposed: iis,/synthetic/reports/approved-sim-0611.example.md,
https://approved-sim-0612.example,https://approved-sim-0612.example,High,55,45,403,18,Server header exposed: nginx | Server header exposed: iis | Server header exposed: apache,/synthetic/reports/approved-sim-0612.example.md,
https://approved-sim-0613.example,https://approved-sim-0613.example,Critical,75,25,204,114,Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed. | Server header exposed: nginx | Missing Content-Security-Policy header. | Server header exposed: apache | Server header exposed: iis,/synthetic/reports/approved-sim-0613.example.md,
https://approved-sim-0614.example,https://approved-sim-0614.example,Medium,52,48,200,286,Cookie flags need review. | Missing Referrer-Policy header. | Missing HSTS header. | Technology banner exposed.,/synthetic/reports/approved-sim-0614.example.md,
https://approved-sim-0615.example,https://approved-sim-0615.example,Critical,76,24,200,73,Wildcard CORS policy observed. | Server header exposed: apache | Missing HSTS header. | Redirect observed. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0615.example.md,
https://approved-sim-0616.example,https://approved-sim-0616.example,High,73,27,403,21,Missing HSTS header. | Server header exposed: nginx | Redirect observed. | Technology banner exposed. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-0616.example.md,
https://approved-sim-0617.example,https://approved-sim-0617.example,High,70,30,200,249,Missing Content-Security-Policy header. | Server header exposed: iis | Missing X-Content-Type-Options header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: nginx | Server header exposed: apache,/synthetic/reports/approved-sim-0617.example.md,
https://approved-sim-0618.example,https://approved-sim-0618.example,Medium,33,67,204,259,Server header exposed: nginx | Missing HSTS header.,/synthetic/reports/approved-sim-0618.example.md,
https://approved-sim-0619.example,https://approved-sim-0619.example,Medium,34,66,204,128,Missing Content-Security-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0619.example.md,
https://approved-sim-0620.example,https://approved-sim-0620.example,High,58,42,200,38,Server header exposed: nginx | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed. | Server header exposed: apache,/synthetic/reports/approved-sim-0620.example.md,
https://approved-sim-0621.example,https://approved-sim-0621.example,Critical,81,19,200,302,Missing HSTS header. | Cookie flags need review. | Missing Content-Security-Policy header. | Wildcard CORS policy observed. | Missing Referrer-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0621.example.md,
https://approved-sim-0622.example,https://approved-sim-0622.example,Medium,38,62,200,234,Missing X-Content-Type-Options header. | Wildcard CORS policy observed. | Server header exposed: nginx,/synthetic/reports/approved-sim-0622.example.md,
https://approved-sim-0623.example,https://approved-sim-0623.example,Medium,52,48,200,60,Technology banner exposed. | Missing Referrer-Policy header. | Cookie flags need review. | Missing HSTS header.,/synthetic/reports/approved-sim-0623.example.md,
https://approved-sim-0624.example,https://approved-sim-0624.example,Low,8,92,200,322,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0624.example.md,
https://approved-sim-0625.example,https://approved-sim-0625.example,Medium,37,63,200,77,Redirect observed. | Missing HSTS header. | Server header exposed: nginx,/synthetic/reports/approved-sim-0625.example.md,
https://approved-sim-0626.example,https://approved-sim-0626.example,Low,8,92,200,115,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0626.example.md,
https://approved-sim-0627.example,https://approved-sim-0627.example,Medium,51,49,200,199,Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Referrer-Policy header. | Missing HSTS header. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-0627.example.md,
https://approved-sim-0628.example,https://approved-sim-0628.example,Medium,49,51,301,268,Server header exposed: iis | Server header exposed: apache | Wildcard CORS policy observed. | Server header exposed: nginx,/synthetic/reports/approved-sim-0628.example.md,
https://approved-sim-0629.example,https://approved-sim-0629.example,Low,20,80,403,54,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0629.example.md,
https://approved-sim-0630.example,https://approved-sim-0630.example,Low,20,80,200,196,Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0630.example.md,
https://approved-sim-0631.example,https://approved-sim-0631.example,Low,8,92,302,291,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0631.example.md,
https://approved-sim-0632.example,https://approved-sim-0632.example,Medium,35,65,302,270,Server header exposed: apache | Redirect observed. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0632.example.md,
https://approved-sim-0633.example,https://approved-sim-0633.example,Low,17,83,200,154,Server header exposed: nginx,/synthetic/reports/approved-sim-0633.example.md,
https://approved-sim-0634.example,https://approved-sim-0634.example,Medium,38,62,200,251,Missing Content-Security-Policy header. | Missing HSTS header.,/synthetic/reports/approved-sim-0634.example.md,
https://approved-sim-0635.example,https://approved-sim-0635.example,Low,20,80,403,133,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0635.example.md,
https://approved-sim-0636.example,https://approved-sim-0636.example,High,63,37,404,207,Missing X-Content-Type-Options header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header. | Server header exposed: apache,/synthetic/reports/approved-sim-0636.example.md,
https://approved-sim-0637.example,https://approved-sim-0637.example,Medium,35,65,301,316,Missing Content-Security-Policy header. | Redirect observed. | Server header exposed: nginx,/synthetic/reports/approved-sim-0637.example.md,
https://approved-sim-0638.example,https://approved-sim-0638.example,High,62,38,301,16,Missing Referrer-Policy header. | Missing Content-Security-Policy header. | Server header exposed: iis | Missing HSTS header.,/synthetic/reports/approved-sim-0638.example.md,
https://approved-sim-0639.example,https://approved-sim-0639.example,High,74,26,301,359,Missing Content-Security-Policy header. | Wildcard CORS policy observed. | Missing Referrer-Policy header. | Server header exposed: apache | Cookie flags need review. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0639.example.md,
https://approved-sim-0640.example,https://approved-sim-0640.example,High,56,44,301,1,Missing HSTS header. | Technology banner exposed. | Server header exposed: iis,/synthetic/reports/approved-sim-0640.example.md,
https://approved-sim-0641.example,https://approved-sim-0641.example,Medium,48,52,301,353,Server header exposed: apache | Server header exposed: nginx | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: iis,/synthetic/reports/approved-sim-0641.example.md,
https://approved-sim-0642.example,https://approved-sim-0642.example,Low,28,72,302,291,Wildcard CORS policy observed. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-0642.example.md,
https://approved-sim-0643.example,https://approved-sim-0643.example,Low,20,80,200,9,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0643.example.md,
https://approved-sim-0644.example,https://approved-sim-0644.example,Low,8,92,200,187,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0644.example.md,
https://approved-sim-0645.example,https://approved-sim-0645.example,Low,15,85,200,99,Missing Referrer-Policy header.,/synthetic/reports/approved-sim-0645.example.md,
https://approved-sim-0646.example,https://approved-sim-0646.example,Medium,34,66,403,331,Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0646.example.md,
https://approved-sim-0647.example,https://approved-sim-0647.example,Medium,41,59,302,57,Technology banner exposed. | Missing Referrer-Policy header. | Missing HSTS header.,/synthetic/reports/approved-sim-0647.example.md,
https://approved-sim-0648.example,https://approved-sim-0648.example,High,57,43,200,272,Technology banner exposed. | Cookie flags need review. | Server header exposed: iis | Redirect observed. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0648.example.md,
https://approved-sim-0649.example,https://approved-sim-0649.example,High,62,38,301,75,Technology banner exposed. | Server header exposed: nginx | Cookie flags need review. | Missing HSTS header. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-0649.example.md,
https://approved-sim-0650.example,https://approved-sim-0650.example,Medium,41,59,200,145,Missing X-Content-Type-Options header. | Cookie flags need review. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0650.example.md,
https://approved-sim-0651.example,https://approved-sim-0651.example,Medium,53,47,302,355,Missing Referrer-Policy header. | Redirect observed. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing X-Content-Type-Options header. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0651.example.md,
https://approved-sim-0652.example,https://approved-sim-0652.example,Low,17,83,200,95,Server header exposed: apache,/synthetic/reports/approved-sim-0652.example.md,
https://approved-sim-0653.example,https://approved-sim-0653.example,Medium,51,49,404,220,Redirect observed. | Missing Content-Security-Policy header. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-0653.example.md,
https://approved-sim-0654.example,https://approved-sim-0654.example,High,67,33,404,363,Server header exposed: apache | Server header exposed: nginx | Missing Referrer-Policy header. | Server header exposed: iis | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0654.example.md,
https://approved-sim-0655.example,https://approved-sim-0655.example,Low,29,71,302,111,Cookie flags need review. | Technology banner exposed.,/synthetic/reports/approved-sim-0655.example.md,
https://approved-sim-0656.example,https://approved-sim-0656.example,High,66,34,200,226,Wildcard CORS policy observed. | Redirect observed. | Server header exposed: iis | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing X-Content-Type-Options header. | Cookie flags need review.,/synthetic/reports/approved-sim-0656.example.md,
https://approved-sim-0657.example,https://approved-sim-0657.example,Low,18,82,200,95,Technology banner exposed.,/synthetic/reports/approved-sim-0657.example.md,
https://approved-sim-0658.example,https://approved-sim-0658.example,High,60,40,403,198,Missing HSTS header. | Missing Content-Security-Policy header. | Server header exposed: iis,/synthetic/reports/approved-sim-0658.example.md,
https://approved-sim-0659.example,https://approved-sim-0659.example,Critical,79,21,403,133,Server header exposed: iis | Missing Referrer-Policy header. | Technology banner exposed. | Missing HSTS header. | Redirect observed. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0659.example.md,
https://approved-sim-0660.example,https://approved-sim-0660.example,High,73,27,200,94,Server header exposed: iis | Cookie flags need review. | Server header exposed: nginx | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed. | Technology banner exposed.,/synthetic/reports/approved-sim-0660.example.md,
https://approved-sim-0661.example,https://approved-sim-0661.example,Medium,54,46,200,218,Missing Content-Security-Policy header. | Missing HSTS header. | Missing Referrer-Policy header. | Server header exposed: nginx,/synthetic/reports/approved-sim-0661.example.md,
https://approved-sim-0662.example,https://approved-sim-0662.example,Medium,41,59,204,9,Server header exposed: iis | Cookie flags need review.,/synthetic/reports/approved-sim-0662.example.md,
https://approved-sim-0663.example,https://approved-sim-0663.example,High,71,29,403,210,Missing HSTS header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed. | Server header exposed: iis,/synthetic/reports/approved-sim-0663.example.md,
https://approved-sim-0664.example,https://approved-sim-0664.example,Medium,40,60,200,268,Server header exposed: nginx | Missing Content-Security-Policy header. | Server header exposed: apache,/synthetic/reports/approved-sim-0664.example.md,
https://approved-sim-0665.example,https://approved-sim-0665.example,High,58,42,200,192,Missing HSTS header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Missing Content-Security-Policy header. | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-0665.example.md,
https://approved-sim-0666.example,https://approved-sim-0666.example,Low,20,80,403,311,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0666.example.md,
https://approved-sim-0667.example,https://approved-sim-0667.example,Low,8,92,302,298,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0667.example.md,
https://approved-sim-0668.example,https://approved-sim-0668.example,Medium,54,46,200,19,Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: iis | Server header exposed: nginx | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-0668.example.md,
https://approved-sim-0669.example,https://approved-sim-0669.example,High,66,34,200,178,Missing Referrer-Policy header. | Cookie flags need review. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: apache | Server header exposed: iis | Server header exposed: nginx,/synthetic/reports/approved-sim-0669.example.md,
https://approved-sim-0670.example,https://approved-sim-0670.example,Low,8,92,302,296,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0670.example.md,
https://approved-sim-0671.example,https://approved-sim-0671.example,High,55,45,200,79,Wildcard CORS policy observed. | Server header exposed: apache | Missing Content-Security-Policy header. | Cookie flags need review.,/synthetic/reports/approved-sim-0671.example.md,
https://approved-sim-0672.example,https://approved-sim-0672.example,Low,23,77,301,29,Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-0672.example.md,
https://approved-sim-0673.example,https://approved-sim-0673.example,Low,20,80,403,106,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0673.example.md,
https://approved-sim-0674.example,https://approved-sim-0674.example,Low,12,88,200,150,Redirect observed.,/synthetic/reports/approved-sim-0674.example.md,
https://approved-sim-0675.example,https://approved-sim-0675.example,Medium,34,66,200,330,Server header exposed: iis | Missing HSTS header.,/synthetic/reports/approved-sim-0675.example.md,
https://approved-sim-0676.example,https://approved-sim-0676.example,High,58,42,404,344,Server header exposed: apache | Redirect observed. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-0676.example.md,
https://approved-sim-0677.example,https://approved-sim-0677.example,Low,18,82,301,310,Server header exposed: iis,/synthetic/reports/approved-sim-0677.example.md,
https://approved-sim-0678.example,https://approved-sim-0678.example,Low,18,82,200,92,Technology banner exposed.,/synthetic/reports/approved-sim-0678.example.md,
https://approved-sim-0679.example,https://approved-sim-0679.example,Low,26,74,301,159,Redirect observed. | Missing Content-Security-Policy header.,/synthetic/reports/approved-sim-0679.example.md,
https://approved-sim-0680.example,https://approved-sim-0680.example,Medium,45,55,200,265,Server header exposed: iis | Technology banner exposed. | Wildcard CORS policy observed. | Redirect observed.,/synthetic/reports/approved-sim-0680.example.md,
https://approved-sim-0681.example,https://approved-sim-0681.example,Low,18,82,200,94,Server header exposed: iis,/synthetic/reports/approved-sim-0681.example.md,
https://approved-sim-0682.example,https://approved-sim-0682.example,Medium,48,52,200,204,Server header exposed: apache | Missing X-Content-Type-Options header. | Technology banner exposed. | Wildcard CORS policy observed.,/synthetic/reports/approved-sim-0682.example.md,
https://approved-sim-0683.example,https://approved-sim-0683.example,Medium,33,67,200,159,Cookie flags need review. | Technology banner exposed. | Redirect observed.,/synthetic/reports/approved-sim-0683.example.md,
https://approved-sim-0684.example,https://approved-sim-0684.example,High,66,34,301,122,Server header exposed: apache | Server header exposed: iis | Server header exposed: nginx | Missing Content-Security-Policy header. | Missing HSTS header.,/synthetic/reports/approved-sim-0684.example.md,
https://approved-sim-0685.example,https://approved-sim-0685.example,Low,15,85,200,234,Missing Referrer-Policy header.,/synthetic/reports/approved-sim-0685.example.md,
https://approved-sim-0686.example,https://approved-sim-0686.example,Medium,54,46,204,362,Server header exposed: iis | Cookie flags need review. | Server header exposed: nginx | Missing HSTS header.,/synthetic/reports/approved-sim-0686.example.md,
https://approved-sim-0687.example,https://approved-sim-0687.example,Critical,76,24,200,21,Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: apache | Server header exposed: nginx | Wildcard CORS policy observed. | Cookie flags need review. | Missing Referrer-Policy header.,/synthetic/reports/approved-sim-0687.example.md,
https://approved-sim-0688.example,https://approved-sim-0688.example,Low,17,83,301,120,Server header exposed: apache,/synthetic/reports/approved-sim-0688.example.md,
https://approved-sim-0689.example,https://approved-sim-0689.example,Medium,53,47,200,323,Wildcard CORS policy observed. | Server header exposed: iis | Technology banner exposed. | Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0689.example.md,
https://approved-sim-0690.example,https://approved-sim-0690.example,Medium,38,62,200,240,Server header exposed: nginx | Cookie flags need review. | Server header exposed: iis,/synthetic/reports/approved-sim-0690.example.md,
https://approved-sim-0691.example,https://approved-sim-0691.example,Medium,51,49,200,180,Server header exposed: apache | Missing HSTS header. | Server header exposed: iis | Missing X-Content-Type-Options header.,/synthetic/reports/approved-sim-0691.example.md,
https://approved-sim-0692.example,https://approved-sim-0692.example,Low,20,80,200,234,Neither X-Frame-Options nor CSP frame-ancestors is present.,/synthetic/reports/approved-sim-0692.example.md,
https://approved-sim-0693.example,https://approved-sim-0693.example,Medium,39,61,200,254,Cookie flags need review. | Server header exposed: iis | Technology banner exposed.,/synthetic/reports/approved-sim-0693.example.md,
https://approved-sim-0694.example,https://approved-sim-0694.example,Low,18,82,200,212,Technology banner exposed.,/synthetic/reports/approved-sim-0694.example.md,
https://approved-sim-0695.example,https://approved-sim-0695.example,High,62,38,200,244,Missing HSTS header. | Technology banner exposed. | Missing Referrer-Policy header. | Missing X-Content-Type-Options header. | Redirect observed. | Server header exposed: nginx,/synthetic/reports/approved-sim-0695.example.md,
https://approved-sim-0696.example,https://approved-sim-0696.example,Low,8,92,200,203,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0696.example.md,
https://approved-sim-0697.example,https://approved-sim-0697.example,Low,20,80,403,84,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0697.example.md,
https://approved-sim-0698.example,https://approved-sim-0698.example,Critical,100,0,500,10,Technology banner exposed. | Redirect observed. | Server header exposed: iis | Missing HSTS header. | Wildcard CORS policy observed. | Server header exposed: apache,/synthetic/reports/approved-sim-0698.example.md,
https://approved-sim-0699.example,https://approved-sim-0699.example,High,70,30,200,62,Missing Referrer-Policy header. | Neither X-Frame-Options nor CSP frame-ancestors is present. | Server header exposed: apache | Missing X-Content-Type-Options header. | Technology banner exposed. | Missing HSTS header.,/synthetic/reports/approved-sim-0699.example.md,
https://approved-sim-0700.example,https://approved-sim-0700.example,High,70,30,200,167,Missing HSTS header. | Missing Content-Security-Policy header. | Wildcard CORS policy observed. | Server header exposed: nginx | Server header exposed: iis,/synthetic/reports/approved-sim-0700.example.md,
https://approved-sim-0701.example,https://approved-sim-0701.example,Low,8,92,200,281,No obvious missing baseline headers were detected.,/synthetic/reports/approved-sim-0701.example.md,
